Chamado_ID;Quarto_ID;Funcionario_ID;Tipo_Chamado;Prioridade;Data_Abertura;Data_Fechamento;Avaliacao_Atendimento
CHM-0142963;QRT-38689;FUN-96354;Wi-Fi;Baixa;2025-09-01 21:16:00;2025-09-02 04:46:15;4
CHM-9749101;QRT-45185;FUN-34873;Ar-condicionado;Média;2025-11-25 09:42:00;2025-11-25 18:18:47;2
CHM-2788962;QRT-13758;FUN-02909;Fechadura Eletrônica;Alta;2024-08-18 09:59:00;2024-08-18 11:28:29;4
CHM-4132957;QRT-15710;FUN-96106;Limpeza Extra;Média;2024-07-07 23:13:00;2024-07-08 02:57:48;4
CHM-8920421;QRT-29393;FUN-52300;TV / Controle;Baixa;2025-12-30 06:29:00;2025-12-30 09:40:57;4
CHM-2513105;QRT-83689;FUN-49170;Elétrica;Média;2026-04-07 10:18:00;2026-04-07 11:28:37;4
CHM-1445060;QRT-07031;FUN-81524;Elétrica;Baixa;2026-04-14 06:43:00;2026-04-14 14:27:08;5
CHM-9243828;QRT-37672;FUN-05739;TV / Controle;Alta;2025-07-12 17:23:00;2025-07-12 19:19:46;5
CHM-8955105;QRT-02862;FUN-01568;Wi-Fi;Média;2026-03-22 16:00:00;2026-03-22 22:10:39;4
CHM-0390130;QRT-40043;FUN-49170;Fechadura Eletrônica;Média;2026-02-15 16:10:00;2026-02-15 19:18:11;5
CHM-1632846;QRT-86712;FUN-69727;Hidráulica;Média;2026-04-14 06:10:00;2026-04-14 22:14:42;3
CHM-0211831;QRT-78217;FUN-22607;Limpeza Extra;Média;2026-05-05 23:42:00;2026-05-06 00:57:26;4
CHM-3764160;QRT-41316;FUN-45111;Limpeza Extra;Alta;2024-09-26 19:08:00;2024-09-26 20:13:01;4
CHM-9395952;QRT-42819;FUN-57664;Wi-Fi;Média;2025-05-16 15:36:00;2025-05-16 18:00:52;4
CHM-9378133;QRT-54048;FUN-21094;Elétrica;Média;2024-12-13 10:31:00;2024-12-13 14:26:43;5
CHM-4022038;QRT-15355;FUN-64755;Limpeza Extra;Média;2025-05-05 08:07:00;2025-05-05 09:05:11;3
CHM-1245166;QRT-99264;FUN-52300;Limpeza Extra;Baixa;2025-10-16 22:43:00;2025-10-17 04:34:29;4
CHM-2144450;QRT-60540;FUN-43763;Hidráulica;Média;2024-12-20 14:45:00;2024-12-20 21:16:09;4
CHM-9361867;QRT-15710;FUN-57664;Fechadura Eletrônica;Alta;2025-09-25 17:18:00;2025-09-25 20:07:21;3
CHM-1912504;QRT-26080;FUN-39946;Elétrica;Alta;2024-10-06 10:56:00;2024-10-06 11:55:31;5
CHM-0834423;QRT-12236;FUN-19473;Limpeza Extra;Média;2025-08-20 17:30:00;2025-08-20 19:47:07;4
CHM-1570759;QRT-57208;FUN-52793;Ar-condicionado;Baixa;2025-12-12 10:52:00;2025-12-12 20:28:51;4
CHM-9534010;QRT-13534;FUN-34873;Hidráulica;Média;2026-06-04 13:14:00;2026-06-04 15:41:03;5
CHM-4861853;QRT-91492;FUN-15867;Elétrica;Média;2025-05-31 07:53:00;2025-05-31 12:09:58;4
CHM-4695576;QRT-14624;FUN-15867;Ar-condicionado;Média;2024-08-26 07:35:00;2024-08-26 11:08:56;4
CHM-0935198;QRT-68507;FUN-49170;Ar-condicionado;Média;2025-09-03 20:13:00;2025-09-03 23:37:55;5
CHM-4922103;QRT-69520;FUN-34079;Ar-condicionado;Média;2026-06-09 09:05:00;2026-06-09 14:26:36;4
CHM-8386662;QRT-11654;FUN-25313;TV / Controle;Alta;2024-09-28 19:56:00;2024-09-28 21:43:30;4
CHM-4957241;QRT-03930;FUN-08849;Ar-condicionado;Alta;2026-01-22 14:36:00;2026-01-22 15:32:55;5
CHM-2000804;QRT-98042;FUN-19473;Elétrica;Média;2025-06-10 07:03:00;2025-06-10 10:24:35;3
CHM-3516310;QRT-68507;FUN-57664;Frigobar com Defeito;Média;2025-08-06 23:40:00;2025-08-07 03:15:24;5
CHM-2491761;QRT-74690;FUN-50800;Hidráulica;Média;2025-09-07 06:40:00;2025-09-08 00:01:02;3
CHM-9665371;QRT-69411;FUN-15867;Wi-Fi;Média;2024-12-03 13:53:00;2024-12-03 16:34:17;5
CHM-7664923;QRT-29802;FUN-73856;Hidráulica;Baixa;2025-01-14 16:21:00;2025-01-14 23:40:32;5
CHM-9415413;QRT-71975;FUN-49013;Fechadura Eletrônica;Alta;2025-11-12 18:22:00;2025-11-12 18:38:36;3
CHM-5464574;QRT-22585;FUN-90839;TV / Controle;Média;2025-08-03 16:19:00;2025-08-03 19:23:45;4
CHM-4276640;QRT-95923;FUN-29826;Wi-Fi;Baixa;2026-04-21 21:52:00;2026-04-22 08:45:53;3
CHM-7943004;QRT-76736;FUN-16922;TV / Controle;Média;2026-01-03 17:36:00;2026-01-04 03:16:30;3
CHM-4029193;QRT-42908;FUN-66580;Hidráulica;Média;2025-10-04 18:01:00;2025-10-05 12:16:39;2
CHM-0391586;QRT-93908;FUN-29826;Limpeza Extra;Alta;2025-11-16 07:19:00;2025-11-16 08:17:35;4
CHM-4464544;QRT-56980;FUN-57664;Frigobar com Defeito;Alta;2025-09-01 22:05:00;2025-09-01 22:22:53;5
CHM-8302200;QRT-96237;FUN-65780;Elétrica;Baixa;2025-08-30 23:23:00;2025-08-31 07:36:05;5
CHM-2362369;QRT-03446;FUN-12040;Ar-condicionado;Média;2024-08-23 19:36:00;2024-08-24 04:19:49;2
CHM-2490105;QRT-47628;FUN-89330;Limpeza Extra;Alta;2025-07-27 12:16:00;2025-07-27 13:06:50;4
CHM-8872219;QRT-56455;FUN-16922;Wi-Fi;Alta;2026-06-10 14:50:00;2026-06-10 16:53:05;2
CHM-9301899;QRT-31930;FUN-73856;TV / Controle;Média;2025-06-03 21:30:00;2025-06-04 01:00:58;3
CHM-0950354;QRT-88654;FUN-28577;Wi-Fi;Média;2024-07-23 19:23:00;2024-07-24 02:59:19;5
CHM-6373384;QRT-04414;FUN-71181;Elétrica;Média;2026-05-27 06:49:00;2026-05-28 00:35:49;3
CHM-0079939;QRT-72363;FUN-22027;Wi-Fi;Alta;2025-04-02 08:06:00;2025-04-02 09:08:00;5
CHM-4107871;QRT-02007;FUN-37715;Limpeza Extra;Média;2025-02-07 22:24:00;2025-02-08 01:58:43;5
CHM-4356306;QRT-60979;FUN-81524;Wi-Fi;Média;2025-05-26 22:51:00;2025-05-27 02:58:04;3
CHM-9518280;QRT-78524;FUN-78820;Wi-Fi;Baixa;2025-07-14 12:29:00;2025-07-14 21:40:44;5
CHM-4286539;QRT-53914;FUN-16922;Hidráulica;Média;2025-06-04 13:44:00;2025-06-04 17:12:52;5
CHM-8662166;QRT-73232;FUN-64047;Fechadura Eletrônica;Baixa;2026-02-08 18:19:00;2026-02-09 04:56:28;4
CHM-9873828;QRT-92964;FUN-49170;Limpeza Extra;Média;2025-08-20 12:42:00;2025-08-20 15:32:23;5
CHM-0024014;QRT-94556;FUN-08828;Wi-Fi;Baixa;2025-12-16 08:53:00;2025-12-17 13:24:42;3
CHM-4060030;QRT-22178;FUN-16922;Hidráulica;Alta;2024-09-30 22:23:00;2024-10-01 00:05:42;4
CHM-7564391;QRT-98370;FUN-22027;Ar-condicionado;Alta;2026-06-07 14:46:00;2026-06-07 15:46:59;5
CHM-2913888;QRT-65918;FUN-86194;TV / Controle;Baixa;2025-04-09 09:39:00;2025-04-10 00:44:45;4
CHM-0868557;QRT-94225;FUN-19473;Hidráulica;Alta;2026-01-26 12:54:00;2026-01-26 13:18:08;3
CHM-5280057;QRT-25571;FUN-67282;Elétrica;Média;2025-11-14 17:37:00;2025-11-15 00:49:27;5
CHM-8646639;QRT-96687;FUN-76103;Elétrica;Média;2025-03-15 06:53:00;2025-03-15 09:45:32;5
CHM-9991551;QRT-80765;FUN-83865;Fechadura Eletrônica;Média;2025-07-30 13:07:00;2025-07-30 14:44:34;4
CHM-7127038;QRT-92177;FUN-49013;Hidráulica;Média;2026-03-17 11:11:00;2026-03-17 23:38:54;3
CHM-5737222;QRT-04283;FUN-39946;Wi-Fi;Alta;2024-10-27 08:27:00;2024-10-27 09:15:00;5
CHM-1271138;QRT-46149;FUN-64755;Wi-Fi;Média;2025-10-05 17:39:00;2025-10-05 19:45:53;5
CHM-1185084;QRT-94556;FUN-70436;Hidráulica;Média;2024-12-22 22:33:00;2024-12-22 23:43:44;4
CHM-2166997;QRT-18531;FUN-25313;Fechadura Eletrônica;Baixa;2025-12-13 14:29:00;2025-12-14 16:23:56;1
CHM-2419211;QRT-14624;FUN-48683;Ar-condicionado;Média;2024-08-06 21:52:00;2024-08-07 01:43:16;4
CHM-9942397;QRT-64260;FUN-41540;Fechadura Eletrônica;Baixa;2024-10-02 10:38:00;2024-10-04 05:18:06;2
CHM-6645052;QRT-87654;FUN-71493;Elétrica;Baixa;2025-12-09 20:31:00;2025-12-10 14:02:23;3
CHM-6171830;QRT-41748;FUN-12040;Ar-condicionado;Baixa;2026-03-14 14:33:00;2026-03-15 01:31:04;5
CHM-2051874;QRT-41356;FUN-52300;Limpeza Extra;Média;2025-11-29 14:59:00;2025-11-29 18:22:06;4
CHM-4124489;QRT-56455;FUN-16922;Fechadura Eletrônica;Baixa;2025-08-03 17:50:00;2025-08-04 10:03:19;5
CHM-2115749;QRT-53917;FUN-22027;Wi-Fi;Baixa;2025-04-07 10:38:00;2025-04-09 09:06:30;3
CHM-7033725;QRT-42819;FUN-05739;Elétrica;Alta;2024-07-11 09:29:00;2024-07-11 10:00:02;5
CHM-3517292;QRT-87613;FUN-76103;Ar-condicionado;Baixa;2025-11-09 22:15:00;2025-11-10 13:31:04;5
CHM-7297785;QRT-83689;FUN-49170;Hidráulica;Média;2025-11-22 17:06:00;2025-11-22 22:09:03;5
CHM-8618974;QRT-87183;FUN-12576;Ar-condicionado;Média;2024-07-24 23:03:00;2024-07-25 02:09:12;4
CHM-5430160;QRT-29854;FUN-64755;Ar-condicionado;Alta;2024-09-02 16:13:00;2024-09-02 17:08:32;4
CHM-5461563;QRT-53432;FUN-41540;Wi-Fi;Baixa;2025-09-11 11:45:00;2025-09-12 03:17:48;4
CHM-2422652;QRT-17820;FUN-13975;Wi-Fi;Média;2026-01-31 09:06:00;2026-01-31 14:07:29;5
CHM-3905011;QRT-28319;FUN-05739;Hidráulica;Alta;2025-01-29 20:05:00;2025-01-29 22:05:24;3
CHM-7313778;QRT-27391;FUN-07814;Ar-condicionado;Baixa;2025-05-10 13:27:00;2025-05-10 16:53:10;5
CHM-5622475;QRT-37204;FUN-50800;TV / Controle;Alta;2026-03-03 07:49:00;2026-03-03 09:45:11;5
CHM-3007038;QRT-07215;FUN-05739;Wi-Fi;Média;2025-05-29 17:08:00;2025-05-30 01:04:59;4
CHM-9664612;QRT-74465;FUN-08486;Hidráulica;Baixa;2025-06-11 10:18:00;2025-06-11 21:25:50;5
CHM-3424312;QRT-17482;FUN-22607;Fechadura Eletrônica;Média;2026-02-19 09:27:00;2026-02-19 11:12:50;5
CHM-8591095;QRT-98042;FUN-65780;Wi-Fi;Média;2024-09-11 09:57:00;2024-09-11 14:29:44;5
CHM-4473936;QRT-47168;FUN-96354;Ar-condicionado;Baixa;2024-12-31 11:20:00;2024-12-31 22:36:17;4
CHM-2753569;QRT-49389;FUN-08828;Wi-Fi;Baixa;2024-10-31 12:51:00;2024-10-31 23:44:53;3
CHM-3530912;QRT-78055;FUN-25313;Ar-condicionado;Média;2024-07-27 08:01:00;2024-07-27 09:09:42;4
CHM-1464287;QRT-04283;FUN-08486;Hidráulica;Alta;2024-07-24 12:10:00;2024-07-24 13:20:47;5
CHM-4167354;QRT-22585;FUN-90839;Ar-condicionado;Média;2024-08-17 14:54:00;2024-08-17 16:08:29;5
CHM-7024014;QRT-90947;FUN-71181;Hidráulica;Baixa;2024-10-03 10:31:00;2024-10-04 15:57:45;3
CHM-8553093;QRT-78524;FUN-73856;Elétrica;Média;2024-08-14 17:30:00;2024-08-14 18:51:40;3
CHM-7749995;QRT-44476;FUN-16922;Elétrica;Média;2026-01-23 19:47:00;2026-01-24 00:35:43;5
CHM-7178174;QRT-53432;FUN-86199;Elétrica;Média;2025-03-06 15:14:00;2025-03-06 20:09:03;3
CHM-7456429;QRT-59498;FUN-92045;TV / Controle;Média;2025-06-17 16:28:00;2025-06-17 18:34:11;4
CHM-4778286;QRT-70680;FUN-07814;Ar-condicionado;Baixa;2025-10-10 19:02:00;2025-10-11 04:31:16;5
CHM-6572351;QRT-59474;FUN-81524;Fechadura Eletrônica;Baixa;2025-06-05 14:22:00;2025-06-05 22:39:24;5
CHM-7230163;QRT-29439;FUN-15784;Frigobar com Defeito;Baixa;2025-04-07 22:08:00;2025-04-08 12:29:41;5
CHM-3510831;QRT-49331;FUN-22607;Elétrica;Média;2026-04-22 20:26:00;2026-04-22 22:43:51;5
CHM-7729611;QRT-13595;FUN-09102;Elétrica;Baixa;2025-11-14 13:16:00;2025-11-17 17:50:15;2
CHM-0982012;QRT-03596;FUN-71493;Limpeza Extra;Média;2025-06-27 10:35:00;2025-06-27 12:34:59;4
CHM-4221286;QRT-45866;FUN-29826;Hidráulica;Média;2026-02-12 17:33:00;2026-02-12 20:45:40;5
CHM-3746326;QRT-31908;FUN-12040;Ar-condicionado;Média;2026-03-26 14:12:00;2026-03-26 17:26:39;5
CHM-0319852;QRT-83689;FUN-64755;TV / Controle;Alta;2025-07-13 10:30:00;2025-07-13 10:59:19;3
CHM-2710767;QRT-92171;FUN-78820;Hidráulica;Alta;2024-11-22 13:58:00;2024-11-22 14:40:41;4
CHM-6382054;QRT-60845;FUN-15867;Hidráulica;Média;2026-03-01 15:06:00;2026-03-01 18:26:50;3
CHM-0111446;QRT-09785;FUN-07814;Ar-condicionado;Alta;2024-11-26 14:29:00;2024-11-26 14:55:22;4
CHM-3912592;QRT-74691;FUN-96106;TV / Controle;Média;2025-11-17 10:27:00;2025-11-18 03:02:26;3
CHM-1624846;QRT-13534;FUN-50800;Ar-condicionado;Média;2024-12-04 23:04:00;2024-12-05 02:50:22;3
CHM-2920443;QRT-61962;FUN-05739;Wi-Fi;Baixa;2025-07-13 17:01:00;2025-07-14 12:27:11;5
CHM-3928169;QRT-06780;FUN-52793;Hidráulica;Baixa;2025-07-16 20:38:00;2025-07-18 15:54:10;3
CHM-4738924;QRT-28212;FUN-57664;Wi-Fi;Média;2025-10-06 19:20:00;2025-10-06 23:15:29;4
CHM-8845778;QRT-77112;FUN-22027;Elétrica;Alta;2025-11-01 18:48:00;2025-11-01 19:37:03;5
CHM-1147583;QRT-53432;FUN-90839;Ar-condicionado;Média;2024-08-09 10:11:00;2024-08-09 13:56:54;5
CHM-1666379;QRT-02862;FUN-86199;Limpeza Extra;Média;2024-12-08 13:16:00;2024-12-10 14:38:53;3
CHM-8330839;QRT-65099;FUN-47371;Hidráulica;Baixa;2025-01-16 12:39:00;2025-01-17 13:40:09;3
CHM-3853255;QRT-84941;FUN-69104;Ar-condicionado;Média;2026-04-18 11:51:00;2026-04-18 18:24:50;5
CHM-7473332;QRT-23155;FUN-05739;Ar-condicionado;Média;2024-07-31 21:55:00;2024-08-01 12:43:53;2
CHM-0721357;QRT-62407;FUN-08109;Limpeza Extra;Média;2026-01-13 21:28:00;2026-01-14 02:57:07;5
CHM-7585237;QRT-04542;FUN-09102;Ar-condicionado;Baixa;2025-05-03 18:04:00;2025-05-04 09:19:50;4
CHM-4836643;QRT-95712;FUN-67710;Limpeza Extra;Média;2024-09-07 16:41:00;2024-09-08 00:47:50;1
CHM-1544453;QRT-86467;FUN-81524;Frigobar com Defeito;Média;2025-09-12 18:21:00;2025-09-13 01:17:59;5
CHM-4729067;QRT-55333;FUN-36473;Wi-Fi;Alta;2025-06-17 20:01:00;2025-06-17 20:46:39;5
CHM-5548194;QRT-87183;FUN-37715;Fechadura Eletrônica;Média;2026-03-23 19:30:00;2026-03-23 22:35:09;5
CHM-7454371;QRT-16068;FUN-02909;Wi-Fi;Média;2026-05-16 20:19:00;2026-05-16 22:27:57;5
CHM-0668476;QRT-11826;FUN-08849;TV / Controle;Média;2024-09-23 13:01:00;2024-09-23 16:34:46;4
CHM-0671113;QRT-84972;FUN-07814;Ar-condicionado;Alta;2026-04-16 14:27:00;2026-04-16 21:12:07;3
CHM-8736379;QRT-03659;FUN-49170;TV / Controle;Baixa;2025-10-06 20:26:00;2025-10-07 18:50:04;4
CHM-6343941;QRT-39368;FUN-89330;Elétrica;Baixa;2025-03-17 10:49:00;2025-03-18 08:56:43;3
CHM-1453185;QRT-69835;FUN-12040;Ar-condicionado;Baixa;2025-09-11 12:08:00;2025-09-12 11:11:04;4
CHM-0061809;QRT-55333;FUN-48159;Wi-Fi;Baixa;2026-03-10 09:42:00;2026-03-10 14:54:54;5
CHM-6652903;QRT-25078;FUN-86194;Frigobar com Defeito;Baixa;2025-09-07 21:54:00;2025-09-08 19:27:09;5
CHM-0887681;QRT-56455;FUN-73856;Hidráulica;Alta;2025-02-12 18:05:00;2025-02-12 18:51:00;4
CHM-2038848;QRT-65173;FUN-28577;Ar-condicionado;Baixa;2024-07-26 16:54:00;2024-07-27 02:29:12;4
CHM-2336395;QRT-86876;FUN-48159;Wi-Fi;Média;2025-08-30 18:20:00;2025-08-30 21:07:45;5
CHM-0608090;QRT-80227;FUN-64755;Hidráulica;Média;2025-01-30 12:15:00;2025-01-30 23:06:15;2
CHM-8059554;QRT-87466;FUN-08849;Ar-condicionado;Média;2026-04-25 23:01:00;2026-04-26 03:59:33;5
CHM-2049362;QRT-23438;FUN-86199;Ar-condicionado;Baixa;2024-09-27 06:00:00;2024-09-27 18:05:41;5
CHM-4172857;QRT-00087;FUN-08109;Wi-Fi;Baixa;2026-01-11 17:02:00;2026-01-12 01:33:18;4
CHM-0941452;QRT-41338;FUN-49013;Ar-condicionado;Baixa;2024-07-27 21:26:00;2024-07-28 01:14:34;5
CHM-3677946;QRT-26080;FUN-10947;Fechadura Eletrônica;Média;2025-12-03 18:06:00;2025-12-03 21:57:32;5
CHM-8997322;QRT-29980;FUN-64755;Elétrica;Média;2025-10-07 23:52:00;2025-10-08 01:19:18;5
CHM-5487405;QRT-06780;FUN-08486;Ar-condicionado;Baixa;2025-02-07 18:32:00;2025-02-09 04:42:23;2
CHM-1540185;QRT-86201;FUN-50800;Ar-condicionado;Média;2025-03-01 10:02:00;2025-03-02 21:24:55;1
CHM-2235352;QRT-37131;FUN-48159;Limpeza Extra;Baixa;2026-04-05 08:38:00;2026-04-06 16:59:18;1
CHM-2919451;QRT-11607;FUN-23383;Ar-condicionado;Alta;2026-04-15 19:43:00;2026-04-15 20:47:30;3
CHM-2662365;QRT-61719;FUN-02909;Ar-condicionado;Média;2025-05-22 11:55:00;2025-05-22 17:29:42;5
CHM-9535343;QRT-83424;FUN-71493;Elétrica;Média;2024-08-29 13:11:00;2024-08-29 19:13:04;5
CHM-1571588;QRT-37477;FUN-88121;Hidráulica;Baixa;2026-03-15 23:27:00;2026-03-16 06:12:07;3
CHM-2546260;QRT-22178;FUN-67710;Elétrica;Alta;2024-08-20 19:51:00;2024-08-20 22:03:34;3
CHM-3855184;QRT-78524;FUN-67710;Hidráulica;Média;2026-04-10 23:24:00;2026-04-11 03:04:18;4
CHM-3951853;QRT-21496;FUN-86199;Fechadura Eletrônica;Média;2026-01-09 11:19:00;2026-01-09 14:35:39;5
CHM-3969072;QRT-80765;FUN-86194;Wi-Fi;Média;2026-03-21 15:53:00;2026-03-21 19:34:28;3
CHM-8678805;QRT-39575;FUN-69727;Limpeza Extra;Baixa;2026-01-04 11:34:00;2026-01-05 07:21:16;5
CHM-9038974;QRT-03369;FUN-12576;Ar-condicionado;Média;2025-01-25 16:59:00;2025-01-26 03:19:15;3
CHM-2784807;QRT-75123;FUN-50800;Wi-Fi;Média;2025-10-03 11:48:00;2025-10-04 12:28:24;2
CHM-1837277;QRT-49331;FUN-08109;Fechadura Eletrônica;Média;2026-06-21 17:27:00;2026-06-21 20:36:07;5
CHM-2213981;QRT-21077;FUN-86194;Limpeza Extra;Baixa;2024-11-30 23:44:00;2024-12-01 11:39:47;5
CHM-2761454;QRT-13595;FUN-09102;Wi-Fi;Média;2024-11-28 21:51:00;2024-11-29 01:19:30;5
CHM-8351365;QRT-24274;FUN-48683;Ar-condicionado;Média;2024-11-27 09:34:00;2024-11-27 11:05:27;4
CHM-7648298;QRT-47964;FUN-29826;Wi-Fi;Média;2024-08-13 13:23:00;2024-08-13 16:36:45;4
CHM-9219357;QRT-37131;FUN-36473;Ar-condicionado;Média;2025-10-16 06:12:00;2025-10-16 15:25:44;2
CHM-5329100;QRT-94556;FUN-70436;Hidráulica;Média;2024-07-25 08:03:00;2024-07-25 14:04:47;5
CHM-8955454;QRT-58898;FUN-36473;Wi-Fi;Média;2025-12-01 11:12:00;2025-12-02 12:40:39;1
CHM-2342845;QRT-42444;FUN-76103;Elétrica;Média;2025-05-13 23:59:00;2025-05-14 02:23:15;5
CHM-7799772;QRT-22585;FUN-01568;Fechadura Eletrônica;Baixa;2026-03-02 22:42:00;2026-03-03 09:14:10;4
CHM-5885727;QRT-16535;FUN-19473;Elétrica;Média;2024-08-17 08:10:00;2024-08-17 12:35:00;4
CHM-2365109;QRT-13758;FUN-71493;Elétrica;Média;2025-07-15 19:17:00;2025-07-16 01:02:08;4
CHM-4536889;QRT-47759;FUN-18700;Ar-condicionado;Baixa;2024-08-12 21:36:00;2024-08-13 06:56:47;4
CHM-0081853;QRT-67879;FUN-36473;Wi-Fi;Média;2025-06-04 16:24:00;2025-06-04 20:02:08;5
CHM-3359739;QRT-89410;FUN-74014;Wi-Fi;Alta;2025-07-02 11:09:00;2025-07-02 14:30:53;2
CHM-1711292;QRT-72363;FUN-22027;Wi-Fi;Média;2024-11-03 13:24:00;2024-11-03 23:40:34;2
CHM-4966009;QRT-53290;FUN-92311;Hidráulica;Baixa;2025-11-09 09:40:00;2025-11-10 04:38:12;5
CHM-2273268;QRT-69411;FUN-50800;Hidráulica;Média;2025-09-06 06:42:00;2025-09-06 15:43:05;2
CHM-3667951;QRT-35519;FUN-34873;Ar-condicionado;Baixa;2026-05-27 12:34:00;2026-05-28 08:52:57;5
CHM-6096997;QRT-62109;FUN-71493;TV / Controle;Baixa;2025-04-02 10:36:00;2025-04-02 19:39:24;5
CHM-7470777;QRT-98042;FUN-65780;TV / Controle;Média;2025-02-15 11:37:00;2025-02-15 19:09:48;5
CHM-6529414;QRT-43677;FUN-94946;Hidráulica;Alta;2025-11-01 13:48:00;2025-11-01 16:50:25;2
CHM-7859986;QRT-75030;FUN-19473;Ar-condicionado;Média;2026-05-15 18:41:00;2026-05-15 23:08:57;4
CHM-1658818;QRT-11218;FUN-45111;Limpeza Extra;Alta;2025-02-08 18:04:00;2025-02-08 19:14:28;5
CHM-2421125;QRT-80306;FUN-66580;TV / Controle;Baixa;2025-06-07 13:09:00;2025-06-09 09:32:44;3
CHM-2508437;QRT-26080;FUN-39946;Hidráulica;Média;2026-06-03 09:30:00;2026-06-03 22:08:43;2
CHM-9845380;QRT-74690;FUN-50800;Limpeza Extra;Média;2026-01-06 16:05:00;2026-01-06 22:55:47;5
CHM-9703899;QRT-98370;FUN-22027;TV / Controle;Média;2024-11-24 06:05:00;2024-11-24 10:40:44;5
CHM-8946063;QRT-65055;FUN-86194;Frigobar com Defeito;Média;2026-05-31 07:23:00;2026-05-31 12:53:19;5
CHM-6216270;QRT-70944;FUN-07814;Limpeza Extra;Média;2025-10-07 14:09:00;2025-10-07 20:48:04;3
CHM-2525889;QRT-11649;FUN-07814;Ar-condicionado;Média;2025-11-22 23:55:00;2025-11-23 03:17:44;4
CHM-9956862;QRT-02711;FUN-49170;Elétrica;Média;2024-07-20 18:01:00;2024-07-21 04:37:26;2
CHM-6322762;QRT-41338;FUN-64706;Limpeza Extra;Média;2025-02-22 21:38:00;2025-02-23 01:59:35;5
CHM-7104424;QRT-27801;FUN-66580;Ar-condicionado;Baixa;2026-02-17 16:39:00;2026-02-18 14:07:36;5
CHM-8684404;QRT-27342;FUN-55799;Ar-condicionado;Média;2025-11-28 23:35:00;2025-11-29 04:27:25;4
CHM-9935244;QRT-04542;FUN-08234;Limpeza Extra;Baixa;2025-02-20 09:33:00;2025-02-22 15:48:55;1
CHM-4335112;QRT-56047;FUN-13975;Ar-condicionado;Média;2025-05-14 23:52:00;2025-05-15 02:38:00;5
CHM-6020865;QRT-54048;FUN-70436;Hidráulica;Baixa;2025-12-31 15:02:00;2026-01-01 18:40:24;2
CHM-7684585;QRT-07031;FUN-45111;Fechadura Eletrônica;Média;2025-03-16 12:15:00;2025-03-16 17:51:32;5
CHM-1258476;QRT-78524;FUN-83865;Fechadura Eletrônica;Média;2026-04-23 11:07:00;2026-04-23 20:00:27;3
CHM-4819643;QRT-44476;FUN-16922;Limpeza Extra;Alta;2026-05-25 16:17:00;2026-05-25 17:52:08;5
CHM-2711000;QRT-24118;FUN-70436;Hidráulica;Baixa;2026-06-04 13:52:00;2026-06-05 15:57:53;3
CHM-0395434;QRT-72078;FUN-32345;Frigobar com Defeito;Média;2025-03-08 16:03:00;2025-03-08 20:17:37;5
